State,Measures,Year,Number of Records,Values
Virginia,Highway vehicle-miles traveled (millions),2017,1,85262.94495
Washington,Highway vehicle-miles traveled (millions),2017,1,61419.92486
West Virginia,Highway vehicle-miles traveled (millions),2017,1,19072.33545
Wisconsin,Highway vehicle-miles traveled (millions),2017,1,65323.70927
Wyoming,Highway vehicle-miles traveled (millions),2017,1,9784.665268
Puerto Rico,Highway vehicle-miles traveled (millions),2017,1,15010.47781
United States,Highway vehicle-miles traveled (millions),2017,1,3225258.237
Alabama,Highway vehicle-miles traveled (millions),2018,1,71167.20675
Alaska,Highway vehicle-miles traveled (millions),2018,1,5487.319994
Arizona,Highway vehicle-miles traveled (millions),2018,1,66144.51121
Arkansas,Highway vehicle-miles traveled (millions),2018,1,36675.30905
California,Highway vehicle-miles traveled (millions),2018,1,348795.7135
Colorado,Highway vehicle-miles traveled (millions),2018,1,53953.6075
Connecticut,Highway vehicle-miles traveled (millions),2018,1,31595.70533
Delaware,Highway vehicle-miles traveled (millions),2018,1,10179.38381
District of Columbia,Highway vehicle-miles traveled (millions),2018,1,3690.677971
Florida,Highway vehicle-miles traveled (millions),2018,1,221815.7407
Georgia,Highway vehicle-miles traveled (millions),2018,1,131455.5328
Hawaii,Highway vehicle-miles traveled (millions),2018,1,10886.76775
Idaho,Highway vehicle-miles traveled (millions),2018,1,17709.14577
Illinois,Highway vehicle-miles traveled (millions),2018,1,107954.2539
Indiana,Highway vehicle-miles traveled (millions),2018,1,81528.8118
Iowa,Highway vehicle-miles traveled (millions),2018,1,33282.40004
Kansas,Highway vehicle-miles traveled (millions),2018,1,32190.41298
Kentucky,Highway vehicle-miles traveled (millions),2018,1,49543.60624
Louisiana,Highway vehicle-miles traveled (millions),2018,1,50045.42745
Maine,Highway vehicle-miles traveled (millions),2018,1,14783.55489
Maryland,Highway vehicle-miles traveled (millions),2018,1,59775.43547
Massachusetts,Highway vehicle-miles traveled (millions),2018,1,66771.98073
Michigan,Highway vehicle-miles traveled (millions),2018,1,102397.5575
Minnesota,Highway vehicle-miles traveled (millions),2018,1,60438.31409
Mississippi,Highway vehicle-miles traveled (millions),2018,1,40730.43949
Missouri,Highway vehicle-miles traveled (millions),2018,1,76594.99928
Montana,Highway vehicle-miles traveled (millions),2018,1,12699.63599
Nebraska,Highway vehicle-miles traveled (millions),2018,1,20974.73509
Nevada,Highway vehicle-miles traveled (millions),2018,1,28319.01217
New Hampshire,Highway vehicle-miles traveled (millions),2018,1,13776.47306
New Jersey,Highway vehicle-miles traveled (millions),2018,1,77538.91117
New Mexico,Highway vehicle-miles traveled (millions),2018,1,27288.30697
New York,Highway vehicle-miles traveled (millions),2018,1,123510.3986
North Carolina,Highway vehicle-miles traveled (millions),2018,1,121127.2486
North Dakota,Highway vehicle-miles traveled (millions),2018,1,9855.663669
Ohio,Highway vehicle-miles traveled (millions),2018,1,114474.4406
Oklahoma,Highway vehicle-miles traveled (millions),2018,1,45433.01282
Oregon,Highway vehicle-miles traveled (millions),2018,1,36848.41693
Pennsylvania,Highway vehicle-miles traveled (millions),2018,1,102109.4468
Rhode Island,Highway vehicle-miles traveled (millions),2018,1,8008.582207
South Carolina,Highway vehicle-miles traveled (millions),2018,1,56800.68275
South Dakota,Highway vehicle-miles traveled (millions),2018,1,9719.406133
Tennessee,Highway vehicle-miles traveled (millions),2018,1,81321.49097
Texas,Highway vehicle-miles traveled (millions),2018,1,282037.2651
Utah,Highway vehicle-miles traveled (millions),2018,1,32069.28791
Vermont,Highway vehicle-miles traveled (millions),2018,1,7346.350178
Virginia,Highway vehicle-miles traveled (millions),2018,1,85336.10206
Washington,Highway vehicle-miles traveled (millions),2018,1,62366.65613
West Virginia,Highway vehicle-miles traveled (millions),2018,1,19447.32321
Wisconsin,Highway vehicle-miles traveled (millions),2018,1,65885.43495
Wyoming,Highway vehicle-miles traveled (millions),2018,1,10438.44261
Puerto Rico,Highway vehicle-miles traveled (millions),2018,1,15020.11585
United States,Highway vehicle-miles traveled (millions),2018,1,3255346.658
Alabama,Highway vehicle-miles traveled (millions),2019,1,71734.62781
Alaska,Highway vehicle-miles traveled (millions),2019,1,5881.303128
Arizona,Highway vehicle-miles traveled (millions),2019,1,70280.64647
Arkansas,Highway vehicle-miles traveled (millions),2019,1,37099.01982
California,Highway vehicle-miles traveled (millions),2019,1,340836.2515
Colorado,Highway vehicle-miles traveled (millions),2019,1,54633.55451
Connecticut,Highway vehicle-miles traveled (millions),2019,1,31600.84836
Delaware,Highway vehicle-miles traveled (millions),2019,1,10245.15892
District of Columbia,Highway vehicle-miles traveled (millions),2019,1,3756.069755
Florida,Highway vehicle-miles traveled (millions),2019,1,226514.4161
Georgia,Highway vehicle-miles traveled (millions),2019,1,133127.6582
Hawaii,Highway vehicle-miles traveled (millions),2019,1,11024.0049
Idaho,Highway vehicle-miles traveled (millions),2019,1,18057.66158
Illinois,Highway vehicle-miles traveled (millions),2019,1,107524.6445
Indiana,Highway vehicle-miles traveled (millions),2019,1,82719.12299
Iowa,Highway vehicle-miles traveled (millions),2019,1,33537.01904
Kansas,Highway vehicle-miles traveled (millions),2019,1,31842.51993
Kentucky,Highway vehicle-miles traveled (millions),2019,1,49410.33181
Louisiana,Highway vehicle-miles traveled (millions),2019,1,51360.30324
Maine,Highway vehicle-miles traveled (millions),2019,1,14871.46816
Maryland,Highway vehicle-miles traveled (millions),2019,1,60215.89374
Massachusetts,Highway vehicle-miles traveled (millions),2019,1,64889.78224
Michigan,Highway vehicle-miles traveled (millions),2019,1,102173.7175
Minnesota,Highway vehicle-miles traveled (millions),2019,1,60730.9811
Mississippi,Highway vehicle-miles traveled (millions),2019,1,41090.91055
Missouri,Highway vehicle-miles traveled (millions),2019,1,79168.24988
Montana,Highway vehicle-miles traveled (millions),2019,1,12891.94753
Nebraska,Highway vehicle-miles traveled (millions),2019,1,21241.79216
Nevada,Highway vehicle-miles traveled (millions),2019,1,28793.73743
New Hampshire,Highway vehicle-miles traveled (millions),2019,1,13828.12148
New Jersey,Highway vehicle-miles traveled (millions),2019,1,78205.2972
New Mexico,Highway vehicle-miles traveled (millions),2019,1,27772.07505
New York,Highway vehicle-miles traveled (millions),2019,1,123986.1543
North Carolina,Highway vehicle-miles traveled (millions),2019,1,122474.654
North Dakota,Highway vehicle-miles traveled (millions),2019,1,9826.068271
Ohio,Highway vehicle-miles traveled (millions),2019,1,114693.5886
Oklahoma,Highway vehicle-miles traveled (millions),2019,1,44648.23661
Oregon,Highway vehicle-miles traveled (millions),2019,1,35808.46532
Pennsylvania,Highway vehicle-miles traveled (millions),2019,1,102863.5098
Rhode Island,Highway vehicle-miles traveled (millions),2019,1,7580.832258
South Carolina,Highway vehicle-miles traveled (millions),2019,1,57939.39738
South Dakota,Highway vehicle-miles traveled (millions),2019,1,9922.399544
Tennessee,Highway vehicle-miles traveled (millions),2019,1,82891.77086
Texas,Highway vehicle-miles traveled (millions),2019,1,288227.2355
Utah,Highway vehicle-miles traveled (millions),2019,1,32910.67512
Vermont,Highway vehicle-miles traveled (millions),2019,1,7345.626922
Virginia,Highway vehicle-miles traveled (millions),2019,1,85432.48415
Washington,Highway vehicle-miles traveled (millions),2019,1,62529.63832
West Virginia,Highway vehicle-miles traveled (millions),2019,1,19076.55966
Wisconsin,Highway vehicle-miles traveled (millions),2019,1,66347.62385
Wyoming,Highway vehicle-miles traveled (millions),2019,1,10207.60565
Puerto Rico,Highway vehicle-miles traveled (millions),2019,1,14710.02161
United States,Highway vehicle-miles traveled (millions),2019,1,3276481.684
Alabama,Highway vehicle-miles traveled (millions),2020,1,67921.49684
Alaska,Highway vehicle-miles traveled (millions),2020,1,5305.88855
Arizona,Highway vehicle-miles traveled (millions),2020,1,65758.27912
Arkansas,Highway vehicle-miles traveled (millions),2020,1,33918.76191
California,Highway vehicle-miles traveled (millions),2020,1,299811.6831
Colorado,Highway vehicle-miles traveled (millions),2020,1,48642.0466
Connecticut,Highway vehicle-miles traveled (millions),2020,1,29844.93826
Delaware,Highway vehicle-miles traveled (millions),2020,1,8345.22961
District of Columbia,Highway vehicle-miles traveled (millions),2020,1,3030.47397
Florida,Highway vehicle-miles traveled (millions),2020,1,208075.9189
Georgia,Highway vehicle-miles traveled (millions),2020,1,115966.8266
Hawaii,Highway vehicle-miles traveled (millions),2020,1,8785.36654
Idaho,Highway vehicle-miles traveled (millions),2020,1,17406.41762
Illinois,Highway vehicle-miles traveled (millions),2020,1,94120.59736
Indiana,Highway vehicle-miles traveled (millions),2020,1,76607.74049
Iowa,Highway vehicle-miles traveled (millions),2020,1,29751.49674
Kansas,Highway vehicle-miles traveled (millions),2020,1,27853.80189
Kentucky,Highway vehicle-miles traveled (millions),2020,1,46535.80644
Louisiana,Highway vehicle-miles traveled (millions),2020,1,48374.10643
Maine,Highway vehicle-miles traveled (millions),2020,1,13086.41725
Maryland,Highway vehicle-miles traveled (millions),2020,1,50885.12383
Massachusetts,Highway vehicle-miles traveled (millions),2020,1,54126.82558
Michigan,Highway vehicle-miles traveled (millions),2020,1,86546.99493
Minnesota,Highway vehicle-miles traveled (millions),2020,1,51619.44114
Mississippi,Highway vehicle-miles traveled (millions),2020,1,39665.08749
Missouri,Highway vehicle-miles traveled (millions),2020,1,72797.03699
Montana,Highway vehicle-miles traveled (millions),2020,1,12104.09134
Nebraska,Highway vehicle-miles traveled (millions),2020,1,19431.86472
Nevada,Highway vehicle-miles traveled (millions),2020,1,25231.34636
New Hampshire,Highway vehicle-miles traveled (millions),2020,1,11956.25576
New Jersey,Highway vehicle-miles traveled (millions),2020,1,66341.14996
New Mexico,Highway vehicle-miles traveled (millions),2020,1,23756.4356
New York,Highway vehicle-miles traveled (millions),2020,1,102476.8745
North Carolina,Highway vehicle-miles traveled (millions),2020,1,106342.3654
North Dakota,Highway vehicle-miles traveled (millions),2020,1,8767.60078
Ohio,Highway vehicle-miles traveled (millions),2020,1,103114.9361
Oklahoma,Highway vehicle-miles traveled (millions),2020,1,42000.17854
Oregon,Highway vehicle-miles traveled (millions),2020,1,32297.97845
Pennsylvania,Highway vehicle-miles traveled (millions),2020,1,87982.49094
Rhode Island,Highway vehicle-miles traveled (millions),2020,1,6864.09328
South Carolina,Highway vehicle-miles traveled (millions),2020,1,53972.05201
South Dakota,Highway vehicle-miles traveled (millions),2020,1,9742.50787
Tennessee,Highway vehicle-miles traveled (millions),2020,1,76392.47494
Texas,Highway vehicle-miles traveled (millions),2020,1,260581.9555
Utah,Highway vehicle-miles traveled (millions),2020,1,30251.18348
Vermont,Highway vehicle-miles traveled (millions),2020,1,6006.9751
Virginia,Highway vehicle-miles traveled (millions),2020,1,76110.26923
Washington,Highway vehicle-miles traveled (millions),2020,1,53658.2413
West Virginia,Highway vehicle-miles traveled (millions),2020,1,16054.14025
Wisconsin,Highway vehicle-miles traveled (millions),2020,1,57599.94105
Wyoming,Highway vehicle-miles traveled (millions),2020,1,9800.31981
Puerto Rico,Highway vehicle-miles traveled (millions),2020,1,13761.61111
United States,Highway vehicle-miles traveled (millions),2020,1,2917383.137
Alabama,Highway use of gasoline (thousand gallons),2010,1,2595316
Alaska,Highway use of gasoline (thousand gallons),2010,1,265549
Arizona,Highway use of gasoline (thousand gallons),2010,1,2585987
Arkansas,Highway use of gasoline (thousand gallons),2010,1,1408255
California,Highway use of gasoline (thousand gallons),2010,1,14555037
Colorado,Highway use of gasoline (thousand gallons),2010,1,2093404
Connecticut,Highway use of gasoline (thousand gallons),2010,1,1459754
Delaware,Highway use of gasoline (thousand gallons),2010,1,425326
District of Columbia,Highway use of gasoline (thousand gallons),2010,1,103082
Florida,Highway use of gasoline (thousand gallons),2010,1,7893177
Georgia,Highway use of gasoline (thousand gallons),2010,1,4796734
Hawaii,Highway use of gasoline (thousand gallons),2010,1,409601
Idaho,Highway use of gasoline (thousand gallons),2010,1,657282
Illinois,Highway use of gasoline (thousand gallons),2010,1,4760179
Indiana,Highway use of gasoline (thousand gallons),2010,1,3040895
Iowa,Highway use of gasoline (thousand gallons),2010,1,1544035
Kansas,Highway use of gasoline (thousand gallons),2010,1,1296822
Kentucky,Highway use of gasoline (thousand gallons),2010,1,2168790
Louisiana,Highway use of gasoline (thousand gallons),2010,1,2216089
Maine,Highway use of gasoline (thousand gallons),2010,1,654826
Maryland,Highway use of gasoline (thousand gallons),2010,1,2621571
Massachusetts,Highway use of gasoline (thousand gallons),2010,1,2733501
Michigan,Highway use of gasoline (thousand gallons),2010,1,4426295
Minnesota,Highway use of gasoline (thousand gallons),2010,1,2452821
Mississippi,Highway use of gasoline (thousand gallons),2010,1,1607584
Missouri,Highway use of gasoline (thousand gallons),2010,1,3140943
Montana,Highway use of gasoline (thousand gallons),2010,1,480645
Nebraska,Highway use of gasoline (thousand gallons),2010,1,819892
Nevada,Highway use of gasoline (thousand gallons),2010,1,1072826
New Hampshire,Highway use of gasoline (thousand gallons),2010,1,698888
New Jersey,Highway use of gasoline (thousand gallons),2010,1,4101585
New Mexico,Highway use of gasoline (thousand gallons),2010,1,889353
New York,Highway use of gasoline (thousand gallons),2010,1,5619055
North Carolina,Highway use of gasoline (thousand gallons),2010,1,4343660
North Dakota,Highway use of gasoline (thousand gallons),2010,1,371038
Ohio,Highway use of gasoline (thousand gallons),2010,1,4952455
Oklahoma,Highway use of gasoline (thousand gallons),2010,1,1856007
Oregon,Highway use of gasoline (thousand gallons),2010,1,1483201
Pennsylvania,Highway use of gasoline (thousand gallons),2010,1,5021446
Rhode Island,Highway use of gasoline (thousand gallons),2010,1,383501
South Carolina,Highway use of gasoline (thousand gallons),2010,1,2574404
South Dakota,Highway use of gasoline (thousand gallons),2010,1,425682
Tennessee,Highway use of gasoline (thousand gallons),2010,1,3147249
Texas,Highway use of gasoline (thousand gallons),2010,1,12000186
Utah,Highway use of gasoline (thousand gallons),2010,1,1012192
Vermont,Highway use of gasoline (thousand gallons),2010,1,321269
Virginia,Highway use of gasoline (thousand gallons),2010,1,3966279
Washington,Highway use of gasoline (thousand gallons),2010,1,2591748
West Virginia,Highway use of gasoline (thousand gallons),2010,1,843909
Wisconsin,Highway use of gasoline (thousand gallons),2010,1,2504102
Wyoming,Highway use of gasoline (thousand gallons),2010,1,331835
United States,Highway use of gasoline (thousand gallons),2010,1,133725262
Alabama,Highway use of gasoline (thousand gallons),2011,1,2538696
Alaska,Highway use of gasoline (thousand gallons),2011,1,259821
Arizona,Highway use of gasoline (thousand gallons),2011,1,2563505
Arkansas,Highway use of gasoline (thousand gallons),2011,1,1372183
